id,avg_dist_transportation,avg_dist_sports,avg_dist_healthcare,avg_dist_government,avg_dist_life,avg_dist_culture,avg_dist_shopping,avg_dist_tourist,avg_dist_restaurant
69,1064.1632,1125.6807000000001,1181.527,1522.7626,1204.3008,2270.8383000000003,941.1589,2156.8172,821.6643
70,1065.8236000000002,930.5364999999999,389.5415,576.4251,166.54340000000002,1325.6512,68.8615,1043.5737,40.2321
71,2528.9595,1879.0829,2313.3792000000003,1824.4832,2287.3447,6675.7618,2010.2787,3884.5452000000005,1749.8294999999998
72,5499.662,5771.0157,6378.3078000000005,5538.1315,5291.0789,10281.2534,5414.7015,8653.1215,5480.1568
73,13864.981,15128.4335,11500.934299999999,19471.12888888889,15260.933555555555,12895.9144,3883.739,15938.0825,0.0
74,,,,,,,,,
75,1423.8723,1495.6041,2162.5285,1887.3548999999998,1585.324,2621.0642,1102.9834999999998,1474.5313,974.3738
76,581.3909,559.8562,234.19459999999998,747.4345999999999,384.1133,848.1276,212.92849999999999,1633.1604,61.666599999999995
77,17650.3158,21232.65,18901.4814,17269.2678,16572.4799,22141.4378,20962.935999999998,19210.9124,19496.029199999997
78,327.2097,218.81509999999997,225.9212,555.1965,212.17799999999997,544.3140000000001,247.9323,758.6177,45.050799999999995
79,1883.7802,1718.7691,1336.1278,1021.4171,1500.0504,2538.6131,1034.1573,2556.579,1425.9168
80,,,,,,,,,
81,6552.2485,3882.9233,19109.6031,8950.499099999999,5088.3449,19991.9079,3742.4204,7699.676399999999,3134.4646000000002
82,620.0399,287.02020000000005,283.9802,333.9529,288.8678,674.6689,267.2332,685.1232,230.46550000000002
83,1827.0901999999999,1361.0686,1350.7341000000001,2282.3068,1215.1392,3141.9064000000003,1281.7872,665.188,1544.9664
84,3131.3234,2922.065,4878.3180999999995,3241.9692,4582.3924,7833.2817,4852.146699999999,4288.3966,2826.4083
85,1945.9080000000001,1874.8897000000002,1778.5351999999998,4034.5771,3786.8727,2979.5546,1939.0042999999998,5297.465,1568.8569000000002
86,,,,,,,,,
87,1546.9297000000001,2895.7601000000004,2395.4121999999998,3374.4811999999997,2220.4159,2891.4510999999998,2838.8723999999997,3512.1472000000003,1603.4676
88,1460.4200999999998,2458.3271,1319.7813999999998,1717.9114000000002,1266.9735,2602.5142,1020.6504000000001,1737.1081,528.8589
89,22163.9977,9446.701700000001,22390.8723,19342.701699999998,6415.9919,16989.9831,22797.1791,5716.2343,22998.547
90,5199.4673999999995,3576.1620000000003,4660.3577,3688.5883999999996,4670.8624,5331.2213,4660.9679,5437.9821,3618.2042
91,3430.3823,5407.8697,5803.9513,6478.0145999999995,5011.5597,7457.0244,3121.8336,7976.0764,3139.9932
92,1534.3404,2055.4847,1276.5749,1074.771,1849.7549,3459.8474,1000.3371,2272.5600999999997,1101.4305
93,1583.3436,2773.0351,2836.8102,2629.913,2837.3307,3216.8983,2743.6956,2903.8717,2049.7058
94,3079.9296,3482.4716999999996,3722.2169999999996,3383.8106999999995,3909.5394,4668.6813999999995,2342.4312,3439.1555999999996,2344.2203
