Id,JDNAME,ratio_pop,ratio_child,ratio_labor,ratio_old
11069,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
11070,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11071,公明,1.096042471,1.73918053,1.022954368,1.33889803
11072,沙井,0.894402413,1.228040985,0.855552605,1.051024182
11073,大浪,1.27398401,1.995108214,1.189943817,1.615465016
11074,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11075,沙井,0.894402413,1.228040985,0.855552605,1.051024182
11076,吉华,1.47402252,3.012964106,1.259690886,3.157938842
11077,福海,1.044401683,1.256956045,1.025150175,0.962315622
11078,龙城,1.032790398,1.534438793,0.913494517,1.828797433
11079,石岩,1.463832996,2.01273977,1.397455731,1.786847207
11080,龙岗,1.841597622,2.461916062,1.718688614,2.316216522
11081,石井,1.095186477,0.83476986,1.138440047,1.071651988
11082,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
11083,南湖,2.001449643,1.832025039,2.042862936,1.848475497
11084,黄贝,1.890352251,2.549562377,1.727053867,2.510706725
11085,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11086,坂田,1.868042149,3.107379837,1.704528568,3.085177833
11087,观湖,1.361897993,2.347528484,1.238478236,2.111823904
11088,光明,0.929911199,1.729660972,0.802449921,2.442796549
11089,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11090,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11091,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11092,招商,0.698220414,0.85345792,0.63570293,1.281710956
11093,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11094,新安,1.096075918,1.859223965,0.96771805,1.983177573
11095,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11096,蛇口,3.289384078,4.238587763,3.031069758,4.940171198
11097,沙井,0.894402413,1.228040985,0.855552605,1.051024182
11098,航城,1.099995116,1.499080794,1.052127897,1.333922652
11099,龙岗,1.841597622,2.461916062,1.718688614,2.316216522
11100,福田,1.162937815,1.381736609,1.145141306,0.96554888
11101,凤凰,1.34591813,1.702140729,1.304595232,1.508264749
11102,大浪,1.27398401,1.995108214,1.189943817,1.615465016
11103,新湖,1.006229174,1.280551781,0.972446616,1.196007592
11104,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11105,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11106,南湾,1.729824152,2.266522878,1.606304647,2.734644297
11107,龙田,0.55828226,0.581945191,0.55793284,0.48795227
11108,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11109,蛇口,3.289384078,4.238587763,3.031069758,4.940171198
11110,园岭,0.960639704,1.385002775,0.84308188,1.498173459
11111,龙城,1.032790398,1.534438793,0.913494517,1.828797433
11112,横岗,1.341459423,1.685529879,1.272615103,1.618607018
11113,观湖,1.361897993,2.347528484,1.238478236,2.111823904
11114,东晓,2.092662181,3.122468633,1.903274604,2.298147176
11115,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
11116,西丽,0.839335242,0.798999385,0.854103057,0.71050897
11117,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11118,新湖,1.006229174,1.280551781,0.972446616,1.196007592
11119,吉华,1.47402252,3.012964106,1.259690886,3.157938842
11120,沙河,0.95058121,1.011315789,0.892188529,1.676762445
11121,龙岗,1.841597622,2.461916062,1.718688614,2.316216522
11122,横岗,1.341459423,1.685529879,1.272615103,1.618607018
11123,玉塘,1.548143508,1.620963783,1.550199858,1.233586777
11124,观湖,1.361897993,2.347528484,1.238478236,2.111823904
11125,南园,4.795493309,6.184497326,4.689271208,3.470876325
11126,福城,1.297196789,1.62272861,1.258331072,1.48207438
11127,招商,0.698220414,0.85345792,0.63570293,1.281710956
11128,公明,1.096042471,1.73918053,1.022954368,1.33889803
11129,石井,1.095186477,0.83476986,1.138440047,1.071651988
11130,福城,1.297196789,1.62272861,1.258331072,1.48207438
11131,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11132,凤凰,1.34591813,1.702140729,1.304595232,1.508264749
11133,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11134,东湖,2.718477582,4.241413565,2.362029002,4.121560777
11135,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11136,沙河,0.95058121,1.011315789,0.892188529,1.676762445
11137,海山,1.781576506,2.206349808,1.61834992,3.47584028
11138,航城,1.099995116,1.499080794,1.052127897,1.333922652
11139,坪地,0.862559819,0.909160933,0.856301772,0.836471827
11140,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11141,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11142,西乡,1.631334739,2.788388017,1.47720122,2.81787235
11143,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11144,吉华,1.47402252,3.012964106,1.259690886,3.157938842
11145,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11146,横岗,1.341459423,1.685529879,1.272615103,1.618607018
11147,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11148,香蜜湖,0.814233616,1.105361817,0.722969847,1.268409048
11149,新湖,1.006229174,1.280551781,0.972446616,1.196007592
11150,华富,0.477596371,0.601183889,0.443893151,0.619730125
11151,大浪,1.27398401,1.995108214,1.189943817,1.615465016
11152,福田,1.162937815,1.381736609,1.145141306,0.96554888
11153,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
11154,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11155,石岩,1.463832996,2.01273977,1.397455731,1.786847207
11156,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
11157,石井,1.095186477,0.83476986,1.138440047,1.071651988
11158,园山,1.307601366,1.42019498,1.296267564,1.166472805
11159,坪地,0.862559819,0.909160933,0.856301772,0.836471827
11160,梅沙,0.586567474,0.608693637,0.559599355,0.998563483
11161,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11162,福永,1.30367256,1.959614418,1.224718292,1.697400331
11163,清水河,0.869689725,1.025353918,0.836546113,0.95397477
11164,龙岗,1.841597622,2.461916062,1.718688614,2.316216522
11165,松岗,0.80411268,1.296844841,0.745411299,1.079422783
11166,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11167,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
11168,凤凰,1.34591813,1.702140729,1.304595232,1.508264749
11169,公明,1.096042471,1.73918053,1.022954368,1.33889803
11170,东湖,2.718477582,4.241413565,2.362029002,4.121560777
11171,凤凰,1.34591813,1.702140729,1.304595232,1.508264749
11172,凤凰,1.34591813,1.702140729,1.304595232,1.508264749
11173,观湖,1.361897993,2.347528484,1.238478236,2.111823904
11174,光明,0.929911199,1.729660972,0.802449921,2.442796549
11175,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
11176,粤海,1.130042235,1.319482028,1.064736175,1.672191486
11177,马田,1.434209198,2.386391483,1.323481277,1.877162999
11178,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
11179,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11180,香蜜湖,0.814233616,1.105361817,0.722969847,1.268409048
11181,新湖,1.006229174,1.280551781,0.972446616,1.196007592
11182,南头,0.802423551,0.937484878,0.756033588,1.186319263
11183,南湾,1.729824152,2.266522878,1.606304647,2.734644297
11184,平湖,0.879836468,1.058752781,0.852515303,0.9394891
11185,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11186,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
11187,马田,1.434209198,2.386391483,1.323481277,1.877162999
11188,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11189,东湖,2.718477582,4.241413565,2.362029002,4.121560777
11190,玉塘,1.548143508,1.620963783,1.550199858,1.233586777
11191,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11192,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11193,光明,0.929911199,1.729660972,0.802449921,2.442796549
11194,福城,1.297196789,1.62272861,1.258331072,1.48207438
11195,蛇口,3.289384078,4.238587763,3.031069758,4.940171198
11196,坂田,1.868042149,3.107379837,1.704528568,3.085177833
11197,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11198,福海,1.044401683,1.256956045,1.025150175,0.962315622
11199,光明,0.929911199,1.729660972,0.802449921,2.442796549
11200,新安,1.096075918,1.859223965,0.96771805,1.983177573
11201,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
11202,坪地,0.862559819,0.909160933,0.856301772,0.836471827
11203,福城,1.297196789,1.62272861,1.258331072,1.48207438
11204,沙河,0.95058121,1.011315789,0.892188529,1.676762445
11205,莲塘,3.759719756,4.871667487,3.44154085,5.515602633
11206,新湖,1.006229174,1.280551781,0.972446616,1.196007592
11207,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11208,园山,1.307601366,1.42019498,1.296267564,1.166472805
11209,凤凰,1.34591813,1.702140729,1.304595232,1.508264749
11210,福城,1.297196789,1.62272861,1.258331072,1.48207438
11211,横岗,1.341459423,1.685529879,1.272615103,1.618607018
11212,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11213,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
11214,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
11215,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11216,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11217,坪地,0.862559819,0.909160933,0.856301772,0.836471827
11218,福永,1.30367256,1.959614418,1.224718292,1.697400331
11219,石井,1.095186477,0.83476986,1.138440047,1.071651988
11220,平湖,0.879836468,1.058752781,0.852515303,0.9394891
11221,南山,0.961087074,1.120462464,0.918695989,1.223089443
11222,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
11223,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
11224,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11225,龙岗,1.841597622,2.461916062,1.718688614,2.316216522
11226,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11227,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11228,石岩,1.463832996,2.01273977,1.397455731,1.786847207
11229,横岗,1.341459423,1.685529879,1.272615103,1.618607018
11230,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11231,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11232,龙岗,1.841597622,2.461916062,1.718688614,2.316216522
11233,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11234,新桥,1.151349327,1.693095925,1.090308406,1.338545407
11235,公明,1.096042471,1.73918053,1.022954368,1.33889803
11236,新湖,1.006229174,1.280551781,0.972446616,1.196007592
11237,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
11238,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11239,南湾,1.729824152,2.266522878,1.606304647,2.734644297
11240,香蜜湖,0.814233616,1.105361817,0.722969847,1.268409048
11241,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11242,招商,0.698220414,0.85345792,0.63570293,1.281710956
11243,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11244,龙田,0.55828226,0.581945191,0.55793284,0.48795227
11245,石岩,1.463832996,2.01273977,1.397455731,1.786847207
11246,南山,0.961087074,1.120462464,0.918695989,1.223089443
11247,碧岭,0.817945021,0.972108635,0.788758349,0.907748386
11248,坪地,0.862559819,0.909160933,0.856301772,0.836471827
11249,平湖,0.879836468,1.058752781,0.852515303,0.9394891
11250,沙头,1.218733137,1.135413164,1.261032322,0.917112429
11251,园山,1.307601366,1.42019498,1.296267564,1.166472805
11252,新湖,1.006229174,1.280551781,0.972446616,1.196007592
11253,航城,1.099995116,1.499080794,1.052127897,1.333922652
11254,龙城,1.032790398,1.534438793,0.913494517,1.828797433
11255,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
11256,观澜,0.879911918,1.167959005,0.843848794,1.091015454
11257,坪地,0.862559819,0.909160933,0.856301772,0.836471827
11258,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
11259,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11260,福田,1.162937815,1.381736609,1.145141306,0.96554888
11261,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11262,新安,1.096075918,1.859223965,0.96771805,1.983177573
11263,沙井,0.894402413,1.228040985,0.855552605,1.051024182
11264,福海,1.044401683,1.256956045,1.025150175,0.962315622
11265,南山,0.961087074,1.120462464,0.918695989,1.223089443
11266,沙井,0.894402413,1.228040985,0.855552605,1.051024182
11267,龙岗,1.841597622,2.461916062,1.718688614,2.316216522
11268,梅沙,0.586567474,0.608693637,0.559599355,0.998563483
11269,石井,1.095186477,0.83476986,1.138440047,1.071651988
11270,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11271,福海,1.044401683,1.256956045,1.025150175,0.962315622
11272,莲花,0.934726965,1.171741746,0.844112017,1.476212193
11273,西丽,0.839335242,0.798999385,0.854103057,0.71050897
11274,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11275,新安,1.096075918,1.859223965,0.96771805,1.983177573
11276,坪地,0.862559819,0.909160933,0.856301772,0.836471827
11277,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11278,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11279,福城,1.297196789,1.62272861,1.258331072,1.48207438
11280,石岩,1.463832996,2.01273977,1.397455731,1.786847207
11281,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
11282,沙河,0.95058121,1.011315789,0.892188529,1.676762445
11283,南山,0.961087074,1.120462464,0.918695989,1.223089443
11284,石井,1.095186477,0.83476986,1.138440047,1.071651988
11285,大浪,1.27398401,1.995108214,1.189943817,1.615465016
11286,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11287,龙城,1.032790398,1.534438793,0.913494517,1.828797433
11288,马田,1.434209198,2.386391483,1.323481277,1.877162999
11289,石井,1.095186477,0.83476986,1.138440047,1.071651988
11290,南山,0.961087074,1.120462464,0.918695989,1.223089443
11291,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11292,沙井,0.894402413,1.228040985,0.855552605,1.051024182
11293,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
11294,沙井,0.894402413,1.228040985,0.855552605,1.051024182
11295,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11296,松岗,0.80411268,1.296844841,0.745411299,1.079422783
11297,坪地,0.862559819,0.909160933,0.856301772,0.836471827
11298,观澜,0.879911918,1.167959005,0.843848794,1.091015454
11299,西乡,1.631334739,2.788388017,1.47720122,2.81787235
11300,福田,1.162937815,1.381736609,1.145141306,0.96554888
11301,蛇口,3.289384078,4.238587763,3.031069758,4.940171198
11302,新湖,1.006229174,1.280551781,0.972446616,1.196007592
11303,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11304,石井,1.095186477,0.83476986,1.138440047,1.071651988
11305,蛇口,3.289384078,4.238587763,3.031069758,4.940171198
11306,翠竹,1.586958987,2.108702675,1.44330663,2.245362881
11307,平湖,0.879836468,1.058752781,0.852515303,0.9394891
11308,松岗,0.80411268,1.296844841,0.745411299,1.079422783
11309,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11310,松岗,0.80411268,1.296844841,0.745411299,1.079422783
11311,福永,1.30367256,1.959614418,1.224718292,1.697400331
11312,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11313,招商,0.698220414,0.85345792,0.63570293,1.281710956
11314,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11315,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
11316,大浪,1.27398401,1.995108214,1.189943817,1.615465016
11317,坪地,0.862559819,0.909160933,0.856301772,0.836471827
11318,光明,0.929911199,1.729660972,0.802449921,2.442796549
11319,南湾,1.729824152,2.266522878,1.606304647,2.734644297
11320,横岗,1.341459423,1.685529879,1.272615103,1.618607018
11321,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11322,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11323,公明,1.096042471,1.73918053,1.022954368,1.33889803
11324,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11325,西乡,1.631334739,2.788388017,1.47720122,2.81787235
11326,福海,1.044401683,1.256956045,1.025150175,0.962315622
11327,横岗,1.341459423,1.685529879,1.272615103,1.618607018
11328,石岩,1.463832996,2.01273977,1.397455731,1.786847207
11329,黄贝,1.890352251,2.549562377,1.727053867,2.510706725
11330,新桥,1.151349327,1.693095925,1.090308406,1.338545407
11331,航城,1.099995116,1.499080794,1.052127897,1.333922652
11332,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11333,石岩,1.463832996,2.01273977,1.397455731,1.786847207
11334,福城,1.297196789,1.62272861,1.258331072,1.48207438
11335,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11336,玉塘,1.548143508,1.620963783,1.550199858,1.233586777
11337,玉塘,1.548143508,1.620963783,1.550199858,1.233586777
11338,龙城,1.032790398,1.534438793,0.913494517,1.828797433
11339,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11340,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11341,光明,0.929911199,1.729660972,0.802449921,2.442796549
11342,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11343,坪山,0.834509247,1.265415001,0.748411411,1.177001981
11344,观澜,0.879911918,1.167959005,0.843848794,1.091015454
11345,龙田,0.55828226,0.581945191,0.55793284,0.48795227
11346,观湖,1.361897993,2.347528484,1.238478236,2.111823904
11347,新桥,1.151349327,1.693095925,1.090308406,1.338545407
11348,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11349,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
11350,南山,0.961087074,1.120462464,0.918695989,1.223089443
11351,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
11352,福海,1.044401683,1.256956045,1.025150175,0.962315622
11353,横岗,1.341459423,1.685529879,1.272615103,1.618607018
11354,南山,0.961087074,1.120462464,0.918695989,1.223089443
11355,石岩,1.463832996,2.01273977,1.397455731,1.786847207
11356,龙田,0.55828226,0.581945191,0.55793284,0.48795227
11357,龙城,1.032790398,1.534438793,0.913494517,1.828797433
11358,横岗,1.341459423,1.685529879,1.272615103,1.618607018
11359,福城,1.297196789,1.62272861,1.258331072,1.48207438
11360,石井,1.095186477,0.83476986,1.138440047,1.071651988
11361,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11362,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11363,龙田,0.55828226,0.581945191,0.55793284,0.48795227
11364,松岗,0.80411268,1.296844841,0.745411299,1.079422783
11365,福城,1.297196789,1.62272861,1.258331072,1.48207438
11366,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
11367,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11368,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11369,石井,1.095186477,0.83476986,1.138440047,1.071651988
11370,西乡,1.631334739,2.788388017,1.47720122,2.81787235
11371,平湖,0.879836468,1.058752781,0.852515303,0.9394891
11372,蛇口,3.289384078,4.238587763,3.031069758,4.940171198
11373,新桥,1.151349327,1.693095925,1.090308406,1.338545407
11374,福田,1.162937815,1.381736609,1.145141306,0.96554888
11375,南头,0.802423551,0.937484878,0.756033588,1.186319263
11376,龙岗,1.841597622,2.461916062,1.718688614,2.316216522
11377,翠竹,1.586958987,2.108702675,1.44330663,2.245362881
11378,东湖,2.718477582,4.241413565,2.362029002,4.121560777
11379,福永,1.30367256,1.959614418,1.224718292,1.697400331
11380,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
11381,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11382,黄贝,1.890352251,2.549562377,1.727053867,2.510706725
11383,南湾,1.729824152,2.266522878,1.606304647,2.734644297
11384,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
11385,龙城,1.032790398,1.534438793,0.913494517,1.828797433
11386,沙井,0.894402413,1.228040985,0.855552605,1.051024182
11387,西乡,1.631334739,2.788388017,1.47720122,2.81787235
11388,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11389,南湾,1.729824152,2.266522878,1.606304647,2.734644297
11390,南湾,1.729824152,2.266522878,1.606304647,2.734644297
11391,招商,0.698220414,0.85345792,0.63570293,1.281710956
11392,西乡,1.631334739,2.788388017,1.47720122,2.81787235
11393,碧岭,0.817945021,0.972108635,0.788758349,0.907748386
11394,坪地,0.862559819,0.909160933,0.856301772,0.836471827
11395,龙田,0.55828226,0.581945191,0.55793284,0.48795227
11396,福永,1.30367256,1.959614418,1.224718292,1.697400331
11397,新湖,1.006229174,1.280551781,0.972446616,1.196007592
11398,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
11399,民治,1.831956428,3.464319524,1.598459078,4.035224565
11400,玉塘,1.548143508,1.620963783,1.550199858,1.233586777
11401,大浪,1.27398401,1.995108214,1.189943817,1.615465016
11402,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11403,平湖,0.879836468,1.058752781,0.852515303,0.9394891
11404,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11405,石井,1.095186477,0.83476986,1.138440047,1.071651988
11406,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11407,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11408,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
11409,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11410,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11411,园山,1.307601366,1.42019498,1.296267564,1.166472805
11412,观澜,0.879911918,1.167959005,0.843848794,1.091015454
11413,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11414,福海,1.044401683,1.256956045,1.025150175,0.962315622
11415,松岗,0.80411268,1.296844841,0.745411299,1.079422783
11416,沙井,0.894402413,1.228040985,0.855552605,1.051024182
11417,新湖,1.006229174,1.280551781,0.972446616,1.196007592
11418,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11419,新湖,1.006229174,1.280551781,0.972446616,1.196007592
11420,大浪,1.27398401,1.995108214,1.189943817,1.615465016
11421,光明,0.929911199,1.729660972,0.802449921,2.442796549
11422,吉华,1.47402252,3.012964106,1.259690886,3.157938842
11423,龙田,0.55828226,0.581945191,0.55793284,0.48795227
11424,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11425,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
11426,新安,1.096075918,1.859223965,0.96771805,1.983177573
11427,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11428,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11429,坪地,0.862559819,0.909160933,0.856301772,0.836471827
11430,,,,,
11431,横岗,1.341459423,1.685529879,1.272615103,1.618607018
11432,新湖,1.006229174,1.280551781,0.972446616,1.196007592
11433,观澜,0.879911918,1.167959005,0.843848794,1.091015454
11434,松岗,0.80411268,1.296844841,0.745411299,1.079422783
11435,招商,0.698220414,0.85345792,0.63570293,1.281710956
11436,西乡,1.631334739,2.788388017,1.47720122,2.81787235
11437,凤凰,1.34591813,1.702140729,1.304595232,1.508264749
11438,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11439,南头,0.802423551,0.937484878,0.756033588,1.186319263
11440,观澜,0.879911918,1.167959005,0.843848794,1.091015454
11441,松岗,0.80411268,1.296844841,0.745411299,1.079422783
11442,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
11443,梅林,0.839620488,0.99390063,0.799138721,0.996311587
11444,石岩,1.463832996,2.01273977,1.397455731,1.786847207
11445,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
11446,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11447,观澜,0.879911918,1.167959005,0.843848794,1.091015454
11448,大浪,1.27398401,1.995108214,1.189943817,1.615465016
11449,航城,1.099995116,1.499080794,1.052127897,1.333922652
11450,坪地,0.862559819,0.909160933,0.856301772,0.836471827
11451,东湖,2.718477582,4.241413565,2.362029002,4.121560777
11452,南湾,1.729824152,2.266522878,1.606304647,2.734644297
11453,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11454,香蜜湖,0.814233616,1.105361817,0.722969847,1.268409048
11455,招商,0.698220414,0.85345792,0.63570293,1.281710956
11456,西乡,1.631334739,2.788388017,1.47720122,2.81787235
11457,沙河,0.95058121,1.011315789,0.892188529,1.676762445
11458,福田,1.162937815,1.381736609,1.145141306,0.96554888
11459,石井,1.095186477,0.83476986,1.138440047,1.071651988
11460,石岩,1.463832996,2.01273977,1.397455731,1.786847207
11461,桃源,0.920192043,1.08840051,0.87629484,1.22730542
11462,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11463,观澜,0.879911918,1.167959005,0.843848794,1.091015454
11464,松岗,0.80411268,1.296844841,0.745411299,1.079422783
11465,新桥,1.151349327,1.693095925,1.090308406,1.338545407
11466,南山,0.961087074,1.120462464,0.918695989,1.223089443
11467,西乡,1.631334739,2.788388017,1.47720122,2.81787235
11468,大浪,1.27398401,1.995108214,1.189943817,1.615465016
11469,光明,0.929911199,1.729660972,0.802449921,2.442796549
11470,公明,1.096042471,1.73918053,1.022954368,1.33889803
11471,清水河,0.869689725,1.025353918,0.836546113,0.95397477
11472,福海,1.044401683,1.256956045,1.025150175,0.962315622
11473,西乡,1.631334739,2.788388017,1.47720122,2.81787235
11474,新安,1.096075918,1.859223965,0.96771805,1.983177573
11475,航城,1.099995116,1.499080794,1.052127897,1.333922652
11476,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
11477,石井,1.095186477,0.83476986,1.138440047,1.071651988
11478,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11479,招商,0.698220414,0.85345792,0.63570293,1.281710956
11480,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
11481,梅林,0.839620488,0.99390063,0.799138721,0.996311587
11482,福永,1.30367256,1.959614418,1.224718292,1.697400331
11483,沙河,0.95058121,1.011315789,0.892188529,1.676762445
11484,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11485,观澜,0.879911918,1.167959005,0.843848794,1.091015454
11486,龙田,0.55828226,0.581945191,0.55793284,0.48795227
11487,园山,1.307601366,1.42019498,1.296267564,1.166472805
11488,梅沙,0.586567474,0.608693637,0.559599355,0.998563483
11489,南山,0.961087074,1.120462464,0.918695989,1.223089443
11490,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
11491,招商,0.698220414,0.85345792,0.63570293,1.281710956
11492,马峦,1.118321354,1.350914941,1.074899653,1.241103468
11493,坪山,0.834509247,1.265415001,0.748411411,1.177001981
11494,沙河,0.95058121,1.011315789,0.892188529,1.676762445
11495,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
11496,南山,0.961087074,1.120462464,0.918695989,1.223089443
11497,光明,0.929911199,1.729660972,0.802449921,2.442796549
11498,蛇口,3.289384078,4.238587763,3.031069758,4.940171198
11499,新湖,1.006229174,1.280551781,0.972446616,1.196007592
11500,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11501,观澜,0.879911918,1.167959005,0.843848794,1.091015454
11502,吉华,1.47402252,3.012964106,1.259690886,3.157938842
11503,松岗,0.80411268,1.296844841,0.745411299,1.079422783
11504,梅沙,0.586567474,0.608693637,0.559599355,0.998563483
11505,南山,0.961087074,1.120462464,0.918695989,1.223089443
11506,福永,1.30367256,1.959614418,1.224718292,1.697400331
11507,沙井,0.894402413,1.228040985,0.855552605,1.051024182
11508,龙田,0.55828226,0.581945191,0.55793284,0.48795227
11509,盐田,0.529857404,0.701054974,0.497152473,0.636912108
11510,西丽,0.839335242,0.798999385,0.854103057,0.71050897
11511,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11512,石岩,1.463832996,2.01273977,1.397455731,1.786847207
11513,南山,0.961087074,1.120462464,0.918695989,1.223089443
11514,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
11515,福海,1.044401683,1.256956045,1.025150175,0.962315622
11516,坂田,1.868042149,3.107379837,1.704528568,3.085177833
11517,南澳,0.648221637,0.827786977,0.569818484,1.67262427
11518,蛇口,3.289384078,4.238587763,3.031069758,4.940171198
