Id,JDNAME,ratio_pop,ratio_child,ratio_labor,ratio_old
1637,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1638,碧岭,0.817945021,0.972108635,0.788758349,0.907748386
1639,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1640,航城,1.099995116,1.499080794,1.052127897,1.333922652
1641,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1642,龙岗,1.841597622,2.461916062,1.718688614,2.316216522
1643,龙田,0.55828226,0.581945191,0.55793284,0.48795227
1644,南山,0.961087074,1.120462464,0.918695989,1.223089443
1645,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1646,龙岗,1.841597622,2.461916062,1.718688614,2.316216522
1647,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1648,坪地,0.862559819,0.909160933,0.856301772,0.836471827
1649,,,,,
1650,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1651,西乡,1.631334739,2.788388017,1.47720122,2.81787235
1652,布吉,2.322690306,3.622814124,2.033950946,4.356544004
1653,大浪,1.27398401,1.995108214,1.189943817,1.615465016
1654,园山,1.307601366,1.42019498,1.296267564,1.166472805
1655,沙井,0.894402413,1.228040985,0.855552605,1.051024182
1656,大浪,1.27398401,1.995108214,1.189943817,1.615465016
1657,松岗,0.80411268,1.296844841,0.745411299,1.079422783
1658,沙井,0.894402413,1.228040985,0.855552605,1.051024182
1659,公明,1.096042471,1.73918053,1.022954368,1.33889803
1660,西丽,0.839335242,0.798999385,0.854103057,0.71050897
1661,新湖,1.006229174,1.280551781,0.972446616,1.196007592
1662,石井,1.095186477,0.83476986,1.138440047,1.071651988
1663,龙城,1.032790398,1.534438793,0.913494517,1.828797433
1664,碧岭,0.817945021,0.972108635,0.788758349,0.907748386
1665,东湖,2.718477582,4.241413565,2.362029002,4.121560777
1666,坪地,0.862559819,0.909160933,0.856301772,0.836471827
1667,横岗,1.341459423,1.685529879,1.272615103,1.618607018
1668,福永,1.30367256,1.959614418,1.224718292,1.697400331
1669,龙城,1.032790398,1.534438793,0.913494517,1.828797433
1670,松岗,0.80411268,1.296844841,0.745411299,1.079422783
1671,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1672,航城,1.099995116,1.499080794,1.052127897,1.333922652
1673,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
1674,观湖,1.361897993,2.347528484,1.238478236,2.111823904
1675,坂田,1.868042149,3.107379837,1.704528568,3.085177833
1676,石井,1.095186477,0.83476986,1.138440047,1.071651988
1677,新湖,1.006229174,1.280551781,0.972446616,1.196007592
1678,观湖,1.361897993,2.347528484,1.238478236,2.111823904
1679,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1680,西丽,0.839335242,0.798999385,0.854103057,0.71050897
1681,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1682,东湖,2.718477582,4.241413565,2.362029002,4.121560777
1683,新安,1.096075918,1.859223965,0.96771805,1.983177573
1684,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
1685,沙头,1.218733137,1.135413164,1.261032322,0.917112429
1686,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1687,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1688,光明,0.929911199,1.729660972,0.802449921,2.442796549
1689,坂田,1.868042149,3.107379837,1.704528568,3.085177833
1690,梅沙,0.586567474,0.608693637,0.559599355,0.998563483
1691,航城,1.099995116,1.499080794,1.052127897,1.333922652
1692,观湖,1.361897993,2.347528484,1.238478236,2.111823904
1693,龙岗,1.841597622,2.461916062,1.718688614,2.316216522
1694,新湖,1.006229174,1.280551781,0.972446616,1.196007592
1695,石岩,1.463832996,2.01273977,1.397455731,1.786847207
1696,福城,1.297196789,1.62272861,1.258331072,1.48207438
1697,福城,1.297196789,1.62272861,1.258331072,1.48207438
1698,园山,1.307601366,1.42019498,1.296267564,1.166472805
1699,马峦,1.118321354,1.350914941,1.074899653,1.241103468
1700,马峦,1.118321354,1.350914941,1.074899653,1.241103468
1701,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1702,光明,0.929911199,1.729660972,0.802449921,2.442796549
1703,坪地,0.862559819,0.909160933,0.856301772,0.836471827
1704,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1705,民治,1.831956428,3.464319524,1.598459078,4.035224565
1706,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1707,横岗,1.341459423,1.685529879,1.272615103,1.618607018
1708,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1709,桃源,0.920192043,1.08840051,0.87629484,1.22730542
1710,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1711,园山,1.307601366,1.42019498,1.296267564,1.166472805
1712,福海,1.044401683,1.256956045,1.025150175,0.962315622
1713,福永,1.30367256,1.959614418,1.224718292,1.697400331
1714,福永,1.30367256,1.959614418,1.224718292,1.697400331
1715,福城,1.297196789,1.62272861,1.258331072,1.48207438
1716,福城,1.297196789,1.62272861,1.258331072,1.48207438
1717,观澜,0.879911918,1.167959005,0.843848794,1.091015454
1718,布吉,2.322690306,3.622814124,2.033950946,4.356544004
1719,西乡,1.631334739,2.788388017,1.47720122,2.81787235
1720,横岗,1.341459423,1.685529879,1.272615103,1.618607018
1721,坪山,0.834509247,1.265415001,0.748411411,1.177001981
1722,新安,1.096075918,1.859223965,0.96771805,1.983177573
1723,龙城,1.032790398,1.534438793,0.913494517,1.828797433
1724,龙田,0.55828226,0.581945191,0.55793284,0.48795227
1725,龙城,1.032790398,1.534438793,0.913494517,1.828797433
1726,南头,0.802423551,0.937484878,0.756033588,1.186319263
1727,西乡,1.631334739,2.788388017,1.47720122,2.81787235
1728,新湖,1.006229174,1.280551781,0.972446616,1.196007592
1729,布吉,2.322690306,3.622814124,2.033950946,4.356544004
1730,南头,0.802423551,0.937484878,0.756033588,1.186319263
1731,西丽,0.839335242,0.798999385,0.854103057,0.71050897
1732,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1733,华富,0.477596371,0.601183889,0.443893151,0.619730125
1734,沙井,0.894402413,1.228040985,0.855552605,1.051024182
1735,桃源,0.920192043,1.08840051,0.87629484,1.22730542
1736,龙田,0.55828226,0.581945191,0.55793284,0.48795227
1737,龙华,1.597569043,2.400187451,1.498110496,2.173665143
1738,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1739,坪山,0.834509247,1.265415001,0.748411411,1.177001981
1740,龙城,1.032790398,1.534438793,0.913494517,1.828797433
1741,横岗,1.341459423,1.685529879,1.272615103,1.618607018
1742,东湖,2.718477582,4.241413565,2.362029002,4.121560777
1743,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1744,福永,1.30367256,1.959614418,1.224718292,1.697400331
1745,桃源,0.920192043,1.08840051,0.87629484,1.22730542
1746,福永,1.30367256,1.959614418,1.224718292,1.697400331
1747,梅沙,0.586567474,0.608693637,0.559599355,0.998563483
1748,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1749,园山,1.307601366,1.42019498,1.296267564,1.166472805
1750,招商,0.698220414,0.85345792,0.63570293,1.281710956
1751,园山,1.307601366,1.42019498,1.296267564,1.166472805
1752,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1753,马峦,1.118321354,1.350914941,1.074899653,1.241103468
1754,南湾,1.729824152,2.266522878,1.606304647,2.734644297
1755,沙河,0.95058121,1.011315789,0.892188529,1.676762445
1756,黄贝,1.890352251,2.549562377,1.727053867,2.510706725
1757,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1758,碧岭,0.817945021,0.972108635,0.788758349,0.907748386
1759,梅沙,0.586567474,0.608693637,0.559599355,0.998563483
1760,民治,1.831956428,3.464319524,1.598459078,4.035224565
1761,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1762,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1763,坪山,0.834509247,1.265415001,0.748411411,1.177001981
1764,梅沙,0.586567474,0.608693637,0.559599355,0.998563483
1765,马峦,1.118321354,1.350914941,1.074899653,1.241103468
1766,沙井,0.894402413,1.228040985,0.855552605,1.051024182
1767,观湖,1.361897993,2.347528484,1.238478236,2.111823904
1768,沙井,0.894402413,1.228040985,0.855552605,1.051024182
1769,沙井,0.894402413,1.228040985,0.855552605,1.051024182
1770,桃源,0.920192043,1.08840051,0.87629484,1.22730542
1771,西乡,1.631334739,2.788388017,1.47720122,2.81787235
1772,大浪,1.27398401,1.995108214,1.189943817,1.615465016
1773,粤海,1.130042235,1.319482028,1.064736175,1.672191486
1774,福永,1.30367256,1.959614418,1.224718292,1.697400331
1775,桃源,0.920192043,1.08840051,0.87629484,1.22730542
1776,西乡,1.631334739,2.788388017,1.47720122,2.81787235
1777,沙河,0.95058121,1.011315789,0.892188529,1.676762445
1778,香蜜湖,0.814233616,1.105361817,0.722969847,1.268409048
1779,龙城,1.032790398,1.534438793,0.913494517,1.828797433
1780,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1781,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1782,福城,1.297196789,1.62272861,1.258331072,1.48207438
1783,石井,1.095186477,0.83476986,1.138440047,1.071651988
1784,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1785,盐田,0.529857404,0.701054974,0.497152473,0.636912108
1786,航城,1.099995116,1.499080794,1.052127897,1.333922652
1787,园岭,0.960639704,1.385002775,0.84308188,1.498173459
1788,福海,1.044401683,1.256956045,1.025150175,0.962315622
1789,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1790,公明,1.096042471,1.73918053,1.022954368,1.33889803
1791,平湖,0.879836468,1.058752781,0.852515303,0.9394891
1792,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1793,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1794,松岗,0.80411268,1.296844841,0.745411299,1.079422783
1795,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1796,盐田,0.529857404,0.701054974,0.497152473,0.636912108
1797,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1798,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1799,盐田,0.529857404,0.701054974,0.497152473,0.636912108
1800,横岗,1.341459423,1.685529879,1.272615103,1.618607018
1801,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1802,园山,1.307601366,1.42019498,1.296267564,1.166472805
1803,桃源,0.920192043,1.08840051,0.87629484,1.22730542
1804,龙城,1.032790398,1.534438793,0.913494517,1.828797433
1805,西乡,1.631334739,2.788388017,1.47720122,2.81787235
1806,石岩,1.463832996,2.01273977,1.397455731,1.786847207
1807,莲花,0.934726965,1.171741746,0.844112017,1.476212193
1808,香蜜湖,0.814233616,1.105361817,0.722969847,1.268409048
1809,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1810,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1811,马峦,1.118321354,1.350914941,1.074899653,1.241103468
1812,西丽,0.839335242,0.798999385,0.854103057,0.71050897
1813,横岗,1.341459423,1.685529879,1.272615103,1.618607018
1814,航城,1.099995116,1.499080794,1.052127897,1.333922652
1815,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1816,凤凰,1.34591813,1.702140729,1.304595232,1.508264749
1817,马峦,1.118321354,1.350914941,1.074899653,1.241103468
1818,南湾,1.729824152,2.266522878,1.606304647,2.734644297
1819,新桥,1.151349327,1.693095925,1.090308406,1.338545407
1820,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1821,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
1822,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
1823,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1824,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1825,盐田,0.529857404,0.701054974,0.497152473,0.636912108
1826,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1827,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1828,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1829,民治,1.831956428,3.464319524,1.598459078,4.035224565
1830,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1831,坂田,1.868042149,3.107379837,1.704528568,3.085177833
1832,龙华,1.597569043,2.400187451,1.498110496,2.173665143
1833,南湾,1.729824152,2.266522878,1.606304647,2.734644297
1834,福海,1.044401683,1.256956045,1.025150175,0.962315622
1835,观湖,1.361897993,2.347528484,1.238478236,2.111823904
1836,石井,1.095186477,0.83476986,1.138440047,1.071651988
1837,新安,1.096075918,1.859223965,0.96771805,1.983177573
1838,西乡,1.631334739,2.788388017,1.47720122,2.81787235
1839,民治,1.831956428,3.464319524,1.598459078,4.035224565
1840,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
1841,坂田,1.868042149,3.107379837,1.704528568,3.085177833
1842,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1843,南山,0.961087074,1.120462464,0.918695989,1.223089443
1844,福城,1.297196789,1.62272861,1.258331072,1.48207438
1845,航城,1.099995116,1.499080794,1.052127897,1.333922652
1846,石岩,1.463832996,2.01273977,1.397455731,1.786847207
1847,马峦,1.118321354,1.350914941,1.074899653,1.241103468
1848,石岩,1.463832996,2.01273977,1.397455731,1.786847207
1849,盐田,0.529857404,0.701054974,0.497152473,0.636912108
1850,坪地,0.862559819,0.909160933,0.856301772,0.836471827
1851,坪地,0.862559819,0.909160933,0.856301772,0.836471827
1852,园山,1.307601366,1.42019498,1.296267564,1.166472805
1853,石井,1.095186477,0.83476986,1.138440047,1.071651988
1854,笋岗,0.87298965,1.071756074,0.831238725,0.973037091
1855,吉华,1.47402252,3.012964106,1.259690886,3.157938842
1856,沙井,0.894402413,1.228040985,0.855552605,1.051024182
1857,平湖,0.879836468,1.058752781,0.852515303,0.9394891
1858,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1859,招商,0.698220414,0.85345792,0.63570293,1.281710956
1860,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
1861,航城,1.099995116,1.499080794,1.052127897,1.333922652
1862,香蜜湖,0.814233616,1.105361817,0.722969847,1.268409048
1863,新湖,1.006229174,1.280551781,0.972446616,1.196007592
1864,,,,,
1865,海山,1.781576506,2.206349808,1.61834992,3.47584028
1866,园山,1.307601366,1.42019498,1.296267564,1.166472805
1867,光明,0.929911199,1.729660972,0.802449921,2.442796549
1868,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1869,东湖,2.718477582,4.241413565,2.362029002,4.121560777
1870,坪地,0.862559819,0.909160933,0.856301772,0.836471827
1871,马峦,1.118321354,1.350914941,1.074899653,1.241103468
1872,福城,1.297196789,1.62272861,1.258331072,1.48207438
1873,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1874,民治,1.831956428,3.464319524,1.598459078,4.035224565
1875,石井,1.095186477,0.83476986,1.138440047,1.071651988
1876,福海,1.044401683,1.256956045,1.025150175,0.962315622
1877,马峦,1.118321354,1.350914941,1.074899653,1.241103468
1878,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1879,沙井,0.894402413,1.228040985,0.855552605,1.051024182
1880,园山,1.307601366,1.42019498,1.296267564,1.166472805
1881,玉塘,1.548143508,1.620963783,1.550199858,1.233586777
1882,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1883,坪地,0.862559819,0.909160933,0.856301772,0.836471827
1884,坪地,0.862559819,0.909160933,0.856301772,0.836471827
1885,沙河,0.95058121,1.011315789,0.892188529,1.676762445
1886,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
1887,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1888,民治,1.831956428,3.464319524,1.598459078,4.035224565
1889,福城,1.297196789,1.62272861,1.258331072,1.48207438
1890,龙城,1.032790398,1.534438793,0.913494517,1.828797433
1891,石井,1.095186477,0.83476986,1.138440047,1.071651988
1892,新湖,1.006229174,1.280551781,0.972446616,1.196007592
1893,石井,1.095186477,0.83476986,1.138440047,1.071651988
1894,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1895,南山,0.961087074,1.120462464,0.918695989,1.223089443
1896,园山,1.307601366,1.42019498,1.296267564,1.166472805
1897,布吉,2.322690306,3.622814124,2.033950946,4.356544004
1898,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
1899,凤凰,1.34591813,1.702140729,1.304595232,1.508264749
1900,坪地,0.862559819,0.909160933,0.856301772,0.836471827
1901,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1902,桃源,0.920192043,1.08840051,0.87629484,1.22730542
1903,盐田,0.529857404,0.701054974,0.497152473,0.636912108
1904,东湖,2.718477582,4.241413565,2.362029002,4.121560777
1905,坪地,0.862559819,0.909160933,0.856301772,0.836471827
1906,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1907,沙头,1.218733137,1.135413164,1.261032322,0.917112429
1908,坂田,1.868042149,3.107379837,1.704528568,3.085177833
1909,,,,,
1910,坪地,0.862559819,0.909160933,0.856301772,0.836471827
1911,福海,1.044401683,1.256956045,1.025150175,0.962315622
1912,沙井,0.894402413,1.228040985,0.855552605,1.051024182
1913,坪山,0.834509247,1.265415001,0.748411411,1.177001981
1914,南湾,1.729824152,2.266522878,1.606304647,2.734644297
1915,园山,1.307601366,1.42019498,1.296267564,1.166472805
1916,石岩,1.463832996,2.01273977,1.397455731,1.786847207
1917,福海,1.044401683,1.256956045,1.025150175,0.962315622
1918,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1919,招商,0.698220414,0.85345792,0.63570293,1.281710956
1920,南湾,1.729824152,2.266522878,1.606304647,2.734644297
1921,翠竹,1.586958987,2.108702675,1.44330663,2.245362881
1922,盐田,0.529857404,0.701054974,0.497152473,0.636912108
1923,民治,1.831956428,3.464319524,1.598459078,4.035224565
1924,园山,1.307601366,1.42019498,1.296267564,1.166472805
1925,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
1926,粤海,1.130042235,1.319482028,1.064736175,1.672191486
1927,平湖,0.879836468,1.058752781,0.852515303,0.9394891
1928,,,,,
1929,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1930,园山,1.307601366,1.42019498,1.296267564,1.166472805
1931,福海,1.044401683,1.256956045,1.025150175,0.962315622
1932,坑梓,0.93554093,1.136669549,0.870190321,0.8974072
1933,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1934,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1935,南湾,1.729824152,2.266522878,1.606304647,2.734644297
1936,石岩,1.463832996,2.01273977,1.397455731,1.786847207
1937,松岗,0.80411268,1.296844841,0.745411299,1.079422783
1938,清水河,0.869689725,1.025353918,0.836546113,0.95397477
1939,南湾,1.729824152,2.266522878,1.606304647,2.734644297
1940,沙头角,1.537281291,2.010741046,1.378543288,3.022073593
1941,梅林,0.839620488,0.99390063,0.799138721,0.996311587
1942,西丽,0.839335242,0.798999385,0.854103057,0.71050897
1943,新湖,1.006229174,1.280551781,0.972446616,1.196007592
1944,石岩,1.463832996,2.01273977,1.397455731,1.786847207
1945,龙岗,1.841597622,2.461916062,1.718688614,2.316216522
1946,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1947,龙城,1.032790398,1.534438793,0.913494517,1.828797433
1948,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
1949,新安,1.096075918,1.859223965,0.96771805,1.983177573
1950,莲塘,3.759719756,4.871667487,3.44154085,5.515602633
1951,龙田,0.55828226,0.581945191,0.55793284,0.48795227
1952,玉塘,1.548143508,1.620963783,1.550199858,1.233586777
1953,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1954,航城,1.099995116,1.499080794,1.052127897,1.333922652
1955,西丽,0.839335242,0.798999385,0.854103057,0.71050897
1956,西丽,0.839335242,0.798999385,0.854103057,0.71050897
1957,龙华,1.597569043,2.400187451,1.498110496,2.173665143
1958,南湾,1.729824152,2.266522878,1.606304647,2.734644297
1959,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1960,大浪,1.27398401,1.995108214,1.189943817,1.615465016
1961,平湖,0.879836468,1.058752781,0.852515303,0.9394891
1962,福海,1.044401683,1.256956045,1.025150175,0.962315622
1963,民治,1.831956428,3.464319524,1.598459078,4.035224565
1964,梅沙,0.586567474,0.608693637,0.559599355,0.998563483
1965,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
1966,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1967,观湖,1.361897993,2.347528484,1.238478236,2.111823904
1968,大浪,1.27398401,1.995108214,1.189943817,1.615465016
1969,福永,1.30367256,1.959614418,1.224718292,1.697400331
1970,南山,0.961087074,1.120462464,0.918695989,1.223089443
1971,沙河,0.95058121,1.011315789,0.892188529,1.676762445
1972,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1973,光明,0.929911199,1.729660972,0.802449921,2.442796549
1974,西乡,1.631334739,2.788388017,1.47720122,2.81787235
1975,东晓,2.092662181,3.122468633,1.903274604,2.298147176
1976,马峦,1.118321354,1.350914941,1.074899653,1.241103468
1977,坪地,0.862559819,0.909160933,0.856301772,0.836471827
1978,观澜,0.879911918,1.167959005,0.843848794,1.091015454
1979,平湖,0.879836468,1.058752781,0.852515303,0.9394891
1980,梅林,0.839620488,0.99390063,0.799138721,0.996311587
1981,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1982,吉华,1.47402252,3.012964106,1.259690886,3.157938842
1983,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1984,松岗,0.80411268,1.296844841,0.745411299,1.079422783
1985,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1986,坪地,0.862559819,0.909160933,0.856301772,0.836471827
1987,南头,0.802423551,0.937484878,0.756033588,1.186319263
1988,龙华,1.597569043,2.400187451,1.498110496,2.173665143
1989,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
1990,民治,1.831956428,3.464319524,1.598459078,4.035224565
1991,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1992,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1993,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
1994,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1995,南澳,0.648221637,0.827786977,0.569818484,1.67262427
1996,盐田,0.529857404,0.701054974,0.497152473,0.636912108
1997,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
1998,石井,1.095186477,0.83476986,1.138440047,1.071651988
1999,坪地,0.862559819,0.909160933,0.856301772,0.836471827
2000,梅沙,0.586567474,0.608693637,0.559599355,0.998563483
2001,大浪,1.27398401,1.995108214,1.189943817,1.615465016
2002,马峦,1.118321354,1.350914941,1.074899653,1.241103468
2003,航城,1.099995116,1.499080794,1.052127897,1.333922652
2004,民治,1.831956428,3.464319524,1.598459078,4.035224565
2005,福永,1.30367256,1.959614418,1.224718292,1.697400331
2006,平湖,0.879836468,1.058752781,0.852515303,0.9394891
2007,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
2008,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
2009,石井,1.095186477,0.83476986,1.138440047,1.071651988
2010,福城,1.297196789,1.62272861,1.258331072,1.48207438
2011,坪山,0.834509247,1.265415001,0.748411411,1.177001981
2012,园山,1.307601366,1.42019498,1.296267564,1.166472805
2013,吉华,1.47402252,3.012964106,1.259690886,3.157938842
2014,桃源,0.920192043,1.08840051,0.87629484,1.22730542
2015,松岗,0.80411268,1.296844841,0.745411299,1.079422783
2016,梅沙,0.586567474,0.608693637,0.559599355,0.998563483
2017,平湖,0.879836468,1.058752781,0.852515303,0.9394891
2018,园山,1.307601366,1.42019498,1.296267564,1.166472805
2019,观湖,1.361897993,2.347528484,1.238478236,2.111823904
2020,龙岗,1.841597622,2.461916062,1.718688614,2.316216522
2021,松岗,0.80411268,1.296844841,0.745411299,1.079422783
2022,龙田,0.55828226,0.581945191,0.55793284,0.48795227
2023,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
2024,西丽,0.839335242,0.798999385,0.854103057,0.71050897
2025,龙城,1.032790398,1.534438793,0.913494517,1.828797433
2026,园山,1.307601366,1.42019498,1.296267564,1.166472805
2027,新湖,1.006229174,1.280551781,0.972446616,1.196007592
2028,大浪,1.27398401,1.995108214,1.189943817,1.615465016
2029,招商,0.698220414,0.85345792,0.63570293,1.281710956
2030,石岩,1.463832996,2.01273977,1.397455731,1.786847207
2031,马峦,1.118321354,1.350914941,1.074899653,1.241103468
2032,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
2033,龙城,1.032790398,1.534438793,0.913494517,1.828797433
2034,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
2035,民治,1.831956428,3.464319524,1.598459078,4.035224565
2036,南山,0.961087074,1.120462464,0.918695989,1.223089443
2037,平湖,0.879836468,1.058752781,0.852515303,0.9394891
2038,龙田,0.55828226,0.581945191,0.55793284,0.48795227
2039,盐田,0.529857404,0.701054974,0.497152473,0.636912108
2040,南澳,0.648221637,0.827786977,0.569818484,1.67262427
2041,盐田,0.529857404,0.701054974,0.497152473,0.636912108
2042,平湖,0.879836468,1.058752781,0.852515303,0.9394891
2043,西乡,1.631334739,2.788388017,1.47720122,2.81787235
2044,坪地,0.862559819,0.909160933,0.856301772,0.836471827
2045,桃源,0.920192043,1.08840051,0.87629484,1.22730542
2046,盐田,0.529857404,0.701054974,0.497152473,0.636912108
2047,西乡,1.631334739,2.788388017,1.47720122,2.81787235
2048,凤凰,1.34591813,1.702140729,1.304595232,1.508264749
2049,龙华,1.597569043,2.400187451,1.498110496,2.173665143
2050,宝龙,0.782480518,0.904079009,0.762111348,0.798386063
2051,福城,1.297196789,1.62272861,1.258331072,1.48207438
2052,横岗,1.341459423,1.685529879,1.272615103,1.618607018
2053,南澳,0.648221637,0.827786977,0.569818484,1.67262427
2054,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
2055,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
2056,平湖,0.879836468,1.058752781,0.852515303,0.9394891
2057,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
2058,南山,0.961087074,1.120462464,0.918695989,1.223089443
2059,南湾,1.729824152,2.266522878,1.606304647,2.734644297
2060,南湾,1.729824152,2.266522878,1.606304647,2.734644297
2061,新湖,1.006229174,1.280551781,0.972446616,1.196007592
2062,石岩,1.463832996,2.01273977,1.397455731,1.786847207
2063,松岗,0.80411268,1.296844841,0.745411299,1.079422783
2064,桃源,0.920192043,1.08840051,0.87629484,1.22730542
2065,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
2066,西乡,1.631334739,2.788388017,1.47720122,2.81787235
2067,坪地,0.862559819,0.909160933,0.856301772,0.836471827
2068,南澳,0.648221637,0.827786977,0.569818484,1.67262427
2069,葵涌,0.728515354,0.855438048,0.683839975,1.230088197
2070,沙河,0.95058121,1.011315789,0.892188529,1.676762445
2071,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
2072,马田,1.434209198,2.386391483,1.323481277,1.877162999
2073,平湖,0.879836468,1.058752781,0.852515303,0.9394891
2074,碧岭,0.817945021,0.972108635,0.788758349,0.907748386
2075,西丽,0.839335242,0.798999385,0.854103057,0.71050897
2076,玉塘,1.548143508,1.620963783,1.550199858,1.233586777
2077,梅林,0.839620488,0.99390063,0.799138721,0.996311587
2078,燕罗,0.931613011,0.943310828,0.933575783,0.827037907
2079,平湖,0.879836468,1.058752781,0.852515303,0.9394891
2080,平湖,0.879836468,1.058752781,0.852515303,0.9394891
2081,大鹏,0.552416995,0.593533944,0.529832153,0.882928136
2082,马峦,1.118321354,1.350914941,1.074899653,1.241103468
2083,民治,1.831956428,3.464319524,1.598459078,4.035224565
2084,福城,1.297196789,1.62272861,1.258331072,1.48207438
2085,石岩,1.463832996,2.01273977,1.397455731,1.786847207
2086,马田,1.434209198,2.386391483,1.323481277,1.877162999
2087,碧岭,0.817945021,0.972108635,0.788758349,0.907748386
2088,民治,1.831956428,3.464319524,1.598459078,4.035224565
2089,东晓,2.092662181,3.122468633,1.903274604,2.298147176
